hcode,name1,name2
645,2SC4148-4000 ﾊｲﾋﾝ, 
646,S4VB60-5003 L10, 
647,D1FH3-5053, 
648,D1NF60-7070,1915へ統一
649,SG20SC6M-5600, 
650,ST03D-170-4001 P12.5, 
651,D2L20U-7060 ﾊｲｼ,09年12月末最終受注
652,D6SB60L-7000, 
653,HNAS030A-L,2018年3月26日最終受注
654,MTD1121F-3072,最終受注2020年9月末
655,M3F60-5063 SDP, 
656,MTD2003F-3072,最終受注2020年9月末
657,DE10SC3L-7061, 
658,S30VTA160-5000, 
659,D3F60-5063 B1ES-02140,986を使用
660,DG1J2A-5063,最終受注2013年10月末
661,ST02-18G1-5063, 
662,SG20JC6M-5600, 
663,SF5K60M-5600, 
664,M3FL20U-5063, 
665,S1ZB60-7062, 
666,G1VL15C-5103, 
667,MD1421N-3062 ﾊｲｼ, 
668,D30VC60-4000, 
669,D2F60-5103, 
670,D1FS4A-5053, 
671,2SK2188-4012 ﾊｲﾋﾝ, 
672,2SC4664-7000 ﾊｲﾋﾝ, 
673,D1UBA80-7062, 
674,D1FM3-5053, 
675,D4F60-5103, 
676,M2FM3-5103, 
677,ST03D-200-4060, 
678,D3CE15ST-5063, 
679,DG1J10A-5063R, 
680,DG0R7V60-5063 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
681,G1VL15C-5053, 
682,KP15L08-5063, 
683,M3F60-5063 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
684,S3L40U-5060, 
685,ST02-27G1-5063, 
686,DF40PC3-7102,2020年9月末最終受注
687,S2L40U-5000, 
688,VR-61F1-5053, 
689,SF10SC4-7100 B1QK-090002 ﾊｲｼ,09年12月末最終受注
690,SF10K60M-5600, 
691,D25XB60-7000 B1QK-090008,ﾀﾞｲﾔ NO.868へ
692,D3SBA60 7100, 
693,ST03-240F1-5053,2桁捺印
694,D1FL40U-5053, 
695,S10VT80-4000, 
696,MTD2007F-3072,最終受注2020年9月末
697,F5E52VX3-7101, 
698,SF10KC60M-5600, 
699,SF20KC60M-5600, 
700,S1ZAS4-7062,最終受注2020年12月末日
701,S20LC30-7000,2014年3月末最終受注
702,S1NAD80-7062, 
704,D1FS4A-4103 ﾊｲﾋﾝ, 
705,ST20-47F2-5063, 
706,P50F10SN-5600, 
707,D4L20U-7100 ﾊｲｼ,09年12月末最終受注
708,D3CE6S-5063R, 
709,P22F10SN-5600, 
710,S10VT60-4000, 
711,HNDS030A-D,2018年3月26日最終受注
712,DF30JC4-7102, 
713,S1VB60-7004,最終受注2018年6月末
715,DE5L60-7101, 
716,SF20LC30SM-7112 ﾊｲｼ,09年12月末最終受注
717,P85W28HP2F-7100,最終受注2020年12月末日
718,MD5021T-7062,最終受注2020年9月末
719,PVS ﾄﾘﾂｹｺｳﾁﾝ, 
720,D45XT160-7000, 
721,M1FS4-6063 B1QK-090008, 
722,F11F80C3M-7600,所要12月末最終20年9月
723,D1FS4A-5053  ASD 4ｹﾀ, 
724,G1V(A)10C-7000, 
725,ST02-280F1-5103,4桁捺印
726,S4VB60-5001 L15, 
727,DE10PC3-7061,2020年9月末最終受注
728,MR1712-7101 ﾊｲｼ,09年12月末最終受注
729,DG1N15A-5063R, 
730,G1V(A)15C-4000, 
731,ST02-75F1-5103, 
732,DE3L20U-7061 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
733,D4F60-5063 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
734,PV-WATCH-ST2-LTE(L-U30P-REVB), 
735,D1FS4-5053  SDP 4ｹﾀ, 
736,G1V(A)15C-7000, 
737,DE3L20UA-7061 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
738,MD5001T-7062,最終受注2020年9月末
739,D1FK60-5053  SDP2ｹﾀ, 
740,KD20SF60-5600, 
741,ST70-27F-7072, 
742,SF8K60M-5600, 
743,D2S4M-5000, 
744,D1FS4-7063 ﾊｲﾋﾝ, 
745,D1NL40U-5060, 
746,S30SC4MT-5000, 
747,SG8SC4M-5600, 
749,D4F60-5063  ASD4ｹﾀ, 
750,D2F20-5103 ﾊｲﾋﾝ,09年12月末最終受注
751,D3SBA60-7101, 
752,D3SBA60 7101, 
753,PV-WATCH-ST2-LAN(CL-U050-REVA), 
754,S2V60-5003 P15, 
755,D1FS6-5053 ASD 4ｹﾀ,ASD4桁
756,MD1422N-3102,最終受注2020年9月末
757,D15XB60H-4003 ﾊｲﾋﾝ, 
758,S20LC20UST-5000, 
759,G1VL20C-5103, 
760,S1ZAS4-7072,最終受注2020年12月末日
761,UD8KBA80-7000, 
762,MCZ5602SC-5072, 
763,S60HC1R5T-5000, 
764,D1N60-5060(G1-I)B1QK-090018, 
765,S2V60-5060, 
766,MTA001M-7101,2020年9月末最終受注
767,D3S6M-5000, 
768,S60HC3T-5000, 
769,SG30SC6M-5600, 
770,S1ZB80-7101, 
771,DE3S4M-7061 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
772,D20SC9M-7000,2020年9月末最終受注
773,S60SC4MT-5000, 
774,D4F60-5063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
775,D120SC7M-4000, 
777,S30VT80-4000, 
778,DG1M3A-5063,2桁捺印 発注禁止822へ
779,S20WB60-5000, 
780,MD1320N-3072,最終受注2020年9月末
781,D3S4M-5003 P20, 
782,ST03D-170-7001 P12.5, 
783,2SC4980-4000 ﾊｲﾋﾝ, 
784,DE5LC40-7101, 
785,KU10R29NS-5063, 
786,DF20LC20US-7102, 
787,S3V60-5001 P20, 
788,MA2820P-4105 ﾊｲﾋﾝ, 
789,ST03D-170-7004 P12.5, 
790,D3SBA20-7101, 
791,2SK2194-7100 ﾊｲｼ,09年12月末最終受注
792,D5SBA60-7001, 
793,S2L20U-5000, 
795,K1V(A)12-4070, 
796,S1VB60-7000,最終受注2018年6月末
797,D1FL20U-7073, 
798,D1FS4A-5063 B1QA-050013,廃止品
799,S1YB60-7101,最終受注2018年6月末
800,UD3KB80-7000, 
801,CERAC TO-220 ﾊｲｼ,10年3月末最終受注SDC
802,D1FL20U-5103, 
803,SF10SC6-4022 ﾊｲﾋﾝ, 
804,S50VB60-4000, 
805,D5S6M-7000 ﾊｲｼ,09年12月末最終受注
806,TH5L10-4000 ﾊｲﾋﾝ, 
807,D2S6M-5000, 
808,D25SC6M-7000,2020年9月末最終受注
809,S15VT80-4000, 
810,DE5L60 7061, 
811,2SK2280-4100 ﾊｲﾋﾝ, 
813,D1FK60 5053, 
814,D1FL20U 5053, 
815,D1FS4 5053, 
816,S3V60-5009 F29, 
817,D10XB20H-7000,廃止
818,D1FK70 5053, 
819,D2FK60 5063,使用禁止 379を使用
820,M1FL20U 6063,使用不可
821,MTD2009J-3072,最終受注2020年9月末
822,DG1M3A-5063, 
823,MTD1120F-3072,2020年9月末最終受注
824,MD1622N-3072,2013年3月末最終受注
825,D2L20U-5060, 
826,S3K60-5004 P20, 
827,DF30JC10-7102, 
828,D3SB60-7001, 
829,D2S4M-5070, 
830,ST03D-200-7060, 
831,SG20SC9M-5600, 
832,G1V(A)8C-7000, 
833,D2L20U-5000, 
834,D1FL20U-5053,ASD 4桁捺印
835,D2L20U-5001 P10, 
836,D3SB60-5000, 
837,S3V100D-5060 ﾃﾞｰﾀﾂｷ, 
838,D25XB60-7009 F13 B1WS-96021, 
839,D1FK60-5073, 
840,S20VT80-4000, 
841,S20K60T-5000, 
842,D30L60-7109 F09 B1WS-060016,2020年9月末最終受注
843,G1V(A)20C-7000, 
844,ST03-68F1-5063,5053へ
845,LN15XB60-7000, 
847,D1F60-5053,SDP
848,MTA001M-7102,2020年9月末最終受注
849,D15JAB80V-7000, 
850,ST20-47F2-5073, 
851,D3FE60-5063, 
852,D25JAB80V-7000, 
853,SDQC-30-S, 
855,DE3L20UA-7061, 
856,HTE050R6B,最終受注2017年3月30日
857,K1VZL09-5053, 
858,SDQC-30-S ﾀﾁｱｹﾞｹﾝｻ, 
859,S2L40-5003 P12.5,最終受注2013年3月末日
860,P180FP6SNK-5071, 
861,D1FK60-5053 SDP4ｹﾀ, 
862,SG30SC4M-5600, 
863,S1NB80-7101,2桁捺印
864,ST04-27F1-5073, 
865,S15VTA60-5000, 
867,M1F60-6063  ASD4ｹﾀ, 
868,D25XB60-7000, 
869,D1NL40U-5070, 
870,DF30JC6-7072, 
871,DE10SC3L-7101, 
872,S1ZB60-7101, 
873,SG5L20USM-5600, 
874,SG30TC15M-5012, 
875,S3V60-5000, 
876,SG20SC4M-5600, 
877,S3L20U-5001 P15, 
878,DF20SC4M-7102, 
879,SG5S6M-5600, 
880,D25FD60V-5072, 
881,DL04-33F1-5053, 
882,D1F60A-5053, 
883,F12ZP50VX3-7072 ﾊｲｼ,09年12月末最終受注
884,ST02D-170F2-5063 B1EB-03192, 
885,D1NK60-5070, 
886,D1FP3-5103,2020年9月末最終受注
887,DF15NC15-7072, 
888,S30SC4M-7000 ﾊｲｼ,09年12月末最終受注
889,D30FD60K-5072, 
890,K1V(A)16-4000,発注不可NO.901へ
891,SF5L40UM-5600, 
892,PVS010T200-PF ﾀﾞｲｶﾞｴﾋﾝ, 
893,SF20K60M-5600, 
894,D3FK60-5103, 
895,M1F60-6063 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
896,D1F60-5063 B1QK-050030,廃止品
897,D10XB80-7000,800V品
898,MD3221N-3072,最終受注2020年9月末
899,S3L20U-5002 P7.5, 
900,D1UBA80 7062,使用禁止 673を使用
901,K1V(A)16-7000, 
905,M1F60-6063  SDP4ｹﾀ, 
907,DG1M3A*5063,管理在庫
908,S20VTA80-5000, 
910,D3SBA60 7000, 
911,S30K60T-5000, 
912,S1WB(A)60-7062, 
914,SG5S4M-5600, 
915,SG10L20USM-5600, 
916,D1FS4A-5053R, 
917,D2L40-7001 P10,最終受注2013年3月末日
918,D1FS4-5053 P3-L, 
919,G1V(B)22C-7000, 
920,D1NL40-5060,最終受注2013年3月末日
921,D1FJ10-5053, 
923,D1NL20U-5070, 
924,D1F60-5053 P3-L, 
925,MR1521-7101,09年12月末最終受注
926,DF10LC20U-7102, 
927,D1FS4A-7063R,廃止
928,P55F6EN-5600, 
929,S3L60-5000, 
930,D1FL20U-5053R, 
931,F24W60C3-7100,最終受注2018年12月末
932,S10VTA80-4000 ﾊｲﾋﾝ, 
933,SG30TC15M-5600, 
934,SG20TC12M-5600, 
935,S3L60-5002 P7.5, 
936,S20LC30T-5000, 
937,D25JAB60V-7000, 
938,MA1050P-7104 ﾊｲﾋﾝ, 
939,SG15SC4M-5600, 
940,D30FDC10ST-5072, 
941,DE5L60U-7061, 
942,ST02-120F1-5103, 
943,D3S6M-5060, 
944,D1FL20U-5053,SDP2桁捺印
945,D2S6M-5001 P15, 
946,D1F60-5063,廃止品
947,D1F60(5053),使用禁止 547を使用
948,SF10LC40UM-5600, 
949,SG5S9M-5600, 
950,KU10R29N-5063,09年12月末最終受注
951,D3SBA60*7000,管理在庫
952,DF30JC4-7072, 
953,D3FS4A-5073, 
954,D1FS6-5053 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付き
956,S20SC9MT-5000, 
957,S3L40U-5004 P20, 
958,DF15NC15-7102, 
959,D3F60-5073, 
960,ST02D-200-4070, 
961,D3SBA60  7101,使用不可
962,DE5VE40-5101, 
963,SG30JC6M-5600, 
964,MD3222N-3072,最終受注2020年9月末
965,ST80-14MF-4062, 
966,S2L40-5002 P7.5,最終受注2013年3月末日
967,D10LC40-7009 B1WS-89018 ﾊｲｼ,09年12月末最終受注
968,D5LC20U-7100 ﾊｲｼ,09年12月末最終受注
969,MTD1361F-3072,2020年9月末最終受注
970,KU10R27NS-5063, 
971,M1F60-6063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付
972,M1F60-6063,発注禁止 867へ
973,D1NS4-5070 B1QK-090018 G1-I, 
974,MR1722-7101,09年12月末最終受注
975,S2L60-5001 P12.5, 
976,KL3L07-5103, 
978,D1FK60-5053 B1QK-090008, 
979,D1FK70-5053 B1QK-090008, 
980,D1FL20U-5053 B1QK-090008, 
981,D120LC40B-4000,2020年3月末最終受注
982,D200LC40B-4000,2020年3月末最終受注
983,D1FS4-5053 B1QK-090008, 
984,M1FS4-6063, 
985,D2FK60-5063 B1QK-090008, 
986,D3F60-5063B1ES02140 B1QK090008, 
987,S3L60-5001 P20, 
988,S2L60-5002 P5, 
989,D1NK60-5060, 
990,DE5L60-7061 B1QK-090008, 
991,DF20L60U-7072 B1QK-090008, 
992,DF25V60-7072 B1QK-090008, 
993,D1NL40*5060,廃止取りまとめ 920
995,M1FL20U-6063 B1QK-090008, 
996,D1FL20U-5063 ﾊｲｼ,廃止品
997,P9B40HP2-5071 VTH=3.5~4.0V, 
998,G1V(B)22C-4000, 
999,D1NS4-5060, 
1000,KU15N14-5063, 
1001,HBQB12R300NP-A(HT-522),廃止
1002,HSA100-12C, 
1003,HSA150-12C, 
1004,MA3450-4159 F09 B1WS-95005 ﾊｲﾋ, 
1005,HSA150-12, 
1006,2SK2185*7100,廃止取りまとめ 258
1007,PCS ﾌｧｰﾑｳｪｱ ｺｳｼﾝﾋﾖｳ, 
1008,HSA150-24, 
1009,2SK2475*7100,廃止取りまとめ 1468
1010,HSA100-24, 
1011,D1FS4A-5103, 
1012,S40HC1R5T-5000, 
1013,D2SB60A 7000, 
1014,D75JFT80V-7509 F06, 
1015,ST04-33F1-5103, 
1016,P60B6SN-5071,808へ統一
1017,S2L60-5000, 
1018,2SK2564-7100 ﾊｲｼ,09年12月末最終受注
1019,D1N60-5060, 
1020,PVS9R9T200B ｾｯﾄﾊﾝﾊﾞｲ, 
1021,ﾌﾟﾗﾁﾅｻｰﾋﾞｽﾌﾟﾗﾝ ｾｯﾄﾊﾝﾊﾞｲ, 
1022,D25XB60-7001, 
1023,F12F50VX3-7100 ﾊｲｼ,09年12月末最終受注
1024,D3S6M-5001 P20, 
1025,MR4040-7101,2022年3月末最終受注
1026,D15XB60-7009 F11, 
1027,S30V80V-5000, 
1029,GP-TR25 ｵｰﾊﾞｰﾎｰﾙ,地ﾃﾞｼﾞ放送用電源装置
1030,PVS ﾊﾟﾜｺﾝ ｼｭｳﾘﾋ, 
1031,D45XT80-7000, 
1032,PVS010T200B ｾｯﾄﾊﾝﾊﾞｲ, 
1033,D240SC6M-4000, 
1034,G1V(B)24C-7000, 
1035,PVSTB-SLT ｾｯﾄﾊﾝﾊﾞｲ,3相用 重塩害ｵﾌﾟｼｮﾝ
1036,D5FY60K-5063R, 
1037,DF20LC20U-7072, 
1038,S3L60*7000,廃止取りまとめ
1039,ST04-36F1-5053, 
1040,PV-WATCH-ST2-LAN(CL-L-050-REVA, 
1041,KD3SF60-5600, 
1042,PVSTC-CNG-BKT1,ﾊﾟﾜｺﾝC版置換え金具
1043,HSB200-24, 
1044,D15XB60-7009 F13 B1WS-96021, 
1045,D15XB60H-7000, 
1046,D3FS4A-5063, 
1047,D1FH3-5063,廃止品
1048,HRD12003 ﾊｲﾋﾝ, 
1049,PVS ﾁｮｳｻｶｲｾｷﾋ, 
1050,ST02-320F1-5053, 
1051,ST03-47F1-5053, 
1052,ST04-33F1-5053, 
1053,D1FK120P-5053, 
1054,D1N60-5070(G1-I)B1QK-090018, 
1055,D1NS4-5070(G1-I)B1QK-090018, 
1056,HSB150-24, 
1057,HT-402,最終受注2017年3月30日
1058,DF20LC20U-7102, 
1059,DF10L60-7102, 
1060,MTD2003F-3102 B1QK-070042,最終受注2020年9月末
1061,D1N20-7070 ﾊｲｼ,09年12月末最終受注
1062,ST06-27CE-5063R, 
1063,K1V10-4002 P5, 
1064,MR2940-7109 F12 ﾊｲｼ,09年12月末最終受注
1065,SF5LC20U*7600,廃止取りまとめ 225
1066,SF10LC20U*7600,廃止取りまとめ 159
1067,S60SC4M*7000,廃止取りまとめ 828
1068,S1NB60-7062,2桁捺印
1069,D2SB60A-7000, 
1070,MV1002SC-5072, 
1071,PVSTC-SLT-KIT,PVS C型用塩害対策ｷｯﾄ
1072,D2SB60-7000, 
1073,SF30SC3L*7600,廃止取りまとめ 221
1074,SF30SC6*7600,廃止取りまとめ 224
1075,D2F60-5063 ASD4ｹﾀ, 
1076,D2SB60-7001, 
1077,2SK2177*7061,廃止取りまとめ 1492
1078,LN25XB60-7000, 
1079,2SK2673*7100,廃止取りまとめ 1877
1080,G1V(B)24C-4000, 
1081,D10LC40-7000 ﾊｲｼ,09年12月末最終受注
1082,KL3N14-5103, 
1083,KL3N14-5063,NO.1542使用
1084,D1F60-5073, 
1085,D50XB80-7509 F05, 
1086,S25SC6M-7000 ﾊｲｼ,09年12月末最終受注
1087,F1E50VX3-7061 ﾊｲｼ,09年12月末最終受注
1088,CSP42-60-AGW BIES080031, 
1089,D10LC40*7000,廃止取りまとめ 1081
1090,PCS ｼｭｳﾘﾋﾖｳ, 
1091,D10SC4MR*7000,廃止取りまとめ 1787
1092,D5LC40*7100,廃止取りまとめ 1597
1093,D8L60*7100,廃止取りまとめ 1409
1094,KP15N14-5103, 
1095,D10SC4M*7000,廃止取りまとめ 1459
1096,D10SC6M*7000,廃止取りまとめ 1432
1097,P3F60HP2-5600, 
1098,K1V38(W)-4000, 
1099,CEP60-60-AGW B1ES080033, 
1100,D10SC9M*7000,廃止取りまとめ 1794
1101,P20F50HP2-5600, 
1102,ST20-27F2-5063, 
1103,S1WB(A)60-7102, 
1104,CEP40-60-AGW, 
1105,D15SCA4M*7100,廃止取りまとめ 1303
1106,KP4N12-5103, 
1107,DE5L60-7061, 
1108,D5LC20U*7100,廃止取りまとめ 968
1109,PVS9R9T(PLAN-AG),出力制御､監視､特別C 3G
1110,S20LC60US-7000,最終受注2020年12月末日
1111,ST20-30F2-5063 B1QK-090008, 
1112,D1FE60-5053 B1QK-090008, 
1113,S4VB60-5000, 
1114,ST04-36F1-5103, 
1115,PVS010T200C ｾｯﾄﾊﾝﾊﾞｲ, 
1116,S25VB20*4000,廃止取りまとめ 88
1117,PVS9R9T200C, 
1118,DE3L20U-7061, 
1119,PV-WATCH ｶｲｾﾂﾋ, 
1120,ST02-75F1-5053, 
1121,ST04-12F1-5053, 
1122,2SK2663-7061 ﾊｲｼ,09年12月末最終受注
1123,ST02D-82-7000, 
1124,SF10L60MSM-5600, 
1125,K1V14M-7000, 
1126,PVS010T200C, 
1127,PVS9R9T200C ﾌﾟﾗﾁﾅｾｯﾄﾊﾝﾊﾞｲ, 
1128,D1N60-5083, 
1129,MR4020-7101,2022年3月末最終受注
1130,PVS ﾎｼｭｳ ﾌﾞﾋﾝ, 
1131,G1V(A)8C-4000,832へ
1132,PVS010T200B-SA,自立運転機能付
1133,SF20L60U-7100,194へ統一
1134,D3L20U*7100,廃止取りまとめ 1255
1135,DF10SC4M-7100, 
1136,D8LD20U*7100,廃止取りまとめ 1379
1137,D1F60-5053 B1QK-090008, 
1138,DF10L60-7100, 
1139,2SK2196*7100,廃止取りまとめ 1921
1140,DE10P3-7061,2020年9月末最終受注
1141,S20L60*7100,廃止取りまとめ 1610
1142,PVS9R9T200A-PF,最終受注2015年6月末日
1143,D1NS6-5060, 
1144,D1NS6-5070, 
1145,P70F7R5EN-5600, 
1146,P36F28HP2-5600, 
1147,D1FL40-7063 ﾊｲﾋﾝ, 
1148,DF20PC3M-7102,2020年9月末最終受注
1149,DG0R7V60-5063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 4桁捺印
1150,DE5S4M-7101, 
1151,D50JCB80V-7500, 
1152,D25XB60-7009 F11, 
1153,D3F60-5063  4ｹﾀ, 
1154,2SK2177-7100 ﾊｲｼ,09年12月末最終受注
1155,D3F60-5103, 
1156,2SK2177*7100,廃止取りまとめ 1154
1157,2SK2185*7012,廃止取りまとめ 9
1158,ST02-39G1-5063R, 
1159,P15F60HP2F-5600, 
1160,D6SB80-7000, 
1161,ST20-36F2-5073, 
1162,KC5FB40H-5071, 
1163,S2L60*7000,廃止取りまとめ 1383
1164,SF8L60*7600,廃止取りまとめ 253
1165,SF5L60*7100,廃止取りまとめ 600
1166,S2V20*7000,廃止取りまとめ 1562
1167,ST20-36F2-5063, 
1168,DF10SC9-7072, 
1169,ST04-39F1-5053, 
1171,S1NB20-7101 ﾊｲｼ,09年12月末最終受注
1172,D120SC6M-4000, 
1173,S5VB20*5000,廃止取りまとめ 1768
1174,HT-226(PBF),2011年9月末最終受注
1175,S40T15V-5100, 
1176,K1V18-4000 ﾊｲｼ,09年12月末最終受注
1177,2SK2195*7100,廃止取りまとめ 33
1178,MD1320F-3072,最終受注2020年9月末
1179,S2L40*7002 P7.5,廃止取りまとめ 1780
1180,FP20W50VX3*7100,廃止取りまとめ 265
1182,D1FH3-5073, 
1183,DF20LC30-7102, 
1184,F10F50VX3*7600,廃止取りまとめ 211
1185,S2L60*7002 P7.5,廃止取りまとめ 1919
1186,D6L20U-7100 ﾊｲｼ,09年12月末最終受注
1187,2SC4052-4012 ﾊｲﾋﾝ, 
1188,S1NBC60-7101, 
1189,PVS9R9T(PLAN-A0),出力制御､監視､特別C
1190,S30L60*7000,廃止取りまとめ 268
1191,PVS012T(PLAN-A0),出力制御､監視､特別C
1192,S3V20*7000,廃止取りまとめ 1618
1193,D15VBA60-4000 ﾊｲﾋﾝ, 
1194,M3F60-5063 ASD 4ｹﾀ, 
1195,D4SB60L-7101, 
1196,S3L20U-5004 P15, 
1197,DE5S6M-7101, 
1198,SF10SC6*7600,廃止取りまとめ 173
1199,M1FS6-6063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付
1200,M1FL20U-6063,SDP 発注禁止 1216へ
1201,M1FL20U-6063,発注禁止 356へ
1202,SF5LC40*7600,廃止取りまとめ 231
1203,HTA4013M(HT-094), 
1204,M1FL20U-5063 ﾊｲﾋﾝ, 
1205,M1F60-5063 ﾊｲﾋﾝ, 
1206,S1WB(A)20*7101,廃止取りまとめ 1803
1207,KC5FB60HRT-5071, 
1208,SF5SC3L*7600,廃止取りまとめ 242
1209,SF5L60*7600,廃止取りまとめ 234
1210,VR-61F1-5063,5053へ
1211,D15FY6ST-5063R, 
1212,D1NL20U-5060, 
1213,DG1M3-5063R  ASD4ｹﾀ, 
1214,D1F60-5053 B1QK-090008 4ｹﾀﾅﾂｲﾝ,ﾊﾞｰｺｰﾄﾞ付
1215,HBET5R0200N(HT-437),最終受注2017年3月30日
1216,M1FL20U-6063 SDP 4ｹﾀ, 
1217,D5S4M*7100,廃止とりまとめ 1931
1218,S1WB(A)60B-7102, 
1219,D3CE20LUS-5063R, 
1220,G1V(A)15C-4070,ﾒｯｷ変更により廃止
1221,S20LC40*7000,廃止取りまとめ 218
1222,D2S6M-7000 ﾊｲｼ,09年12月末最終受注
1223,F47W60C3-7100,所要12月末最終20年9月
1224,SDQC-50-S, 
1225,SDQC-50-S ﾀﾁｱｹﾞｹﾝｻ, 
1226,S1NB60-7102,2桁捺印
1227,D3F60-5073  ASD4ｹﾀ, 
1229,16HZ OSC-3 SK-980128,ﾘﾝｶﾞ- KSPF0320C
1230,SDQC-50-U, 
1231,ST20-33F2-5063, 
1232,ST02D-82-4060, 
1233,D15XB60-7001, 
1234,SF8L60-7100 ﾊｲｼ,09年12月末最終受注
1235,LT-PU-P01 ﾃﾞﾝｹﾞﾝｼｭｳﾘ, 
1238,D10XB60H-7100,1636へ統一
1239,D3FS6-5063 B1QK-060044,ﾊﾞｰｺｰﾄﾞ付
1240,S10VB60-5000 ﾃﾞｰﾀﾂｷ,出荷試験成績書付
1241,D3SB80-7101,800V品
1242,SDQC-50-U ﾀﾁｱｹﾞｹﾝｻﾋﾖｳ, 
1243,DL04-18F1-5053, 
1244,S1NB80-7062,2桁捺印
1245,S3V100D-5000, 
1246,HS300S1FR-J48, 
1247,SG30TC12M-5600, 
1248,S2VB60-5003 L15,2020年9月末最終受注
1249,2SC4056P-7000 ﾊｲﾋﾝ, 
1250,SF5LC20U-7012 ﾊｲｼ,09年12月末最終受注
1251,D20SC9M-7100 ﾎｼｭ,772へ統一
1252,S30SC6MT-5000, 
1253,ST02D-140-7060, 
1254,PVS ｼｭｳﾘﾋﾖｳ,1030を使用して下さい｡
1255,D3L20U-7100 ﾊｲｼ,09年12月末最終受注
1256,PVS ﾌﾞﾋﾝｲﾁｶｲﾛ ﾆｭｳﾘｮｸﾊﾞｰ, 
1257,ST02D-140-4060, 
1258,D1FS6A-5103, 
1259,D4L20U-7000 ﾊｲｼ,09年12月末最終受注
1260,D6L20U-7000 ﾊｲｼ,廃止
1261,D25SC6MR-7000,2020年9月末最終受注
1262,S3V80-5000, 
1263,D5S9M-7000 ﾊｲｼ,09年12月末最終受注
1264,M1F60-6063,SDP
1265,MA1040P-7100 ﾊｲﾋﾝ, 
1266,S1NBC80-7102, 
1267,MR4500-7101, 
1268,D1FM3-5063,廃止品
1269,DE5SC6M-7100, 
1270,2SC4234-7000 ﾊｲﾋﾝ, 
1271,DF25V60-7072, 
1272,DE5S6M-7061, 
1273,PVS100T200B-DN-SA-S ｳﾝｿｳﾋ, 
1274,MR4510-7101, 
1275,PVS100T200B-DN-SA-S ｹﾞﾝﾁﾁｮｳｾｲﾋ, 
1276,S3L40-5000,最終受注2013年3月末日
1277,SF30SC6-7100 ﾊｲｼ,09年12月末最終受注
1278,K1V14M-4000 B1EB-95131, 
1279,D1F60-5103, 
1280,22LC-24VX3 LDS-970058, 
1281,D30L60-7100 ﾎｼｭ,488へ統一
1282,D10XB80-7101,800V品
1283,PVS100T200B-DN-SA-S, 
1284,ST04-20F1-5053, 
1285,D1FT10A-5053 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付
1286,S30L60-7100 ﾊｲｼ,09年12月末最終受注
1287,D15XB20-7000 ﾊｲｼ,09年12月末最終受注
1288,D4SB80-7100,102へ統一
1289,MTD2007F-3102 B1QK-070042,最終受注2020年9月末
1290,S10VB60-5000, 
1291,UD4KB80-7000, 
1292,D1F60-5053 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付
1293,S3L60-5060, 
1294,S1YB20-7101,09年12月末最終受注
1295,S2V60-5000, 
1296,S1VBA60-7000,最終受注2018年6月末
1297,D1FL20U-5053 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
1298,SF10SC4R-4100 ﾊｲﾋﾝ, 
1299,D3F60-5063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
1300,D3SB60-7100,578へ統一
1301,DG0R7E40-5063 B1QK-090008,ﾊﾞｰｺｰﾄﾞ付 ﾀﾞｲﾔ向け
1302,S3L20U-5060, 
1303,D15SCA4M-7100 ﾊｲｼ,09年12月末最終受注
1304,PVSﾄｸﾍﾞﾂﾋﾞﾝｺﾝﾎﾟｳﾋ,送料込
1305,SF10SC9-7100 ﾊｲｼ,09年12月末最終受注
1306,PVS010T200-DN-SA,廃止
1307,S1WB(A)80-7062, 
1308,PVS010T200-DN,接続箱機能なし 廃止
1310,ﾃﾝｷｰﾀｯﾁﾊﾟﾈﾙ(E22-SS)ｶﾅｶﾞﾀ,ﾃﾞﾝｷｼﾞｮｳ
1311,ST04-16-4000 ﾊｲｼ,09年12月末最終受注
1312,S3V100D-5001 P15,200個単位
1313,D1FJ8A-5103, 
1314,D1FP3-7063 ﾊｲﾋﾝ, 
1315,F16F60CPM-7600,所要12月末最終20年9月
1316,SF3K60M-5600, 
1317,DF20L60U-7102, 
1318,LN6SB60-7000, 
1319,S3L60-7002 P7.5, 
1320,MA4510-7104 ﾊｲﾋﾝ, 
1321,D10XB60-7103, 
1322,MR1511-7101,09年12月末最終受注
1323,S3WB20-5000 ﾊｲｼ,09年12月末最終受注
1324,D2S4M-5060, 
